Home,Hscore,Ascore,Away,date,Odds_1,Odds_X,Odds_2,O,U,proba_win,proba_draw,proba_lose,proba_O,proba_U
Manchester Utd,3,2,Nott'ham Forest,2023-08-26,1.3,6.0,8.0,1.5,2.63,,,,,
Arsenal,2,2,Fulham,2023-08-26,1.2,7.0,13.0,1.44,2.75,,,,,
Brighton,1,3,West Ham,2023-08-26,1.53,4.75,5.25,1.5,2.63,,,,,
Sheffield Utd,1,2,Manchester City,2023-08-27,13.0,8.0,1.17,1.57,2.38,,,,,
Burnley,1,3,Aston Villa,2023-08-27,3.4,3.4,2.15,1.86,2.04,,,,,
Newcastle Utd,1,2,Liverpool,2023-08-27,2.2,3.75,3.0,1.5,2.63,,,,,
Luton Town,1,2,West Ham,2023-09-01,4.75,3.8,1.73,1.87,2.03,,,,,
Sheffield Utd,2,2,Everton,2023-09-02,2.9,3.25,2.5,2.2,1.67,,,,,
Chelsea,0,1,Nott'ham Forest,2023-09-02,1.4,4.5,8.5,1.62,2.3,,,,,
Manchester City,5,1,Fulham,2023-09-02,1.17,8.0,15.0,1.4,3.0,,,,,
Brentford,2,2,Bournemouth,2023-09-02,1.73,3.8,4.75,1.73,2.1,,,,,
Burnley,2,5,Tottenham,2023-09-02,3.6,4.0,1.85,1.62,2.3,,,,,
Brighton,3,1,Newcastle Utd,2023-09-02,2.5,3.8,2.55,1.5,2.63,,,,,
Liverpool,3,0,Aston Villa,2023-09-03,1.65,4.5,4.5,1.4,3.0,,,,,
Crystal Palace,3,2,Wolves,2023-09-03,1.91,3.3,4.33,2.2,1.67,,,,,
Arsenal,3,1,Manchester Utd,2023-09-03,1.75,3.8,4.5,1.57,2.38,,,,,
Wolves,1,3,Liverpool,2023-09-16,6.0,5.0,1.45,1.44,2.75,,,,,
Fulham,1,0,Luton Town,2023-09-16,1.67,3.75,5.5,1.89,2.01,,,,,
West Ham,1,3,Manchester City,2023-09-16,7.0,4.5,1.45,1.62,2.3,,,,,
Aston Villa,3,1,Crystal Palace,2023-09-16,1.91,3.6,4.0,1.89,2.01,,,,,
Manchester Utd,1,3,Brighton,2023-09-16,2.15,4.0,2.88,1.44,2.75,,,,,
Tottenham,2,1,Sheffield Utd,2023-09-16,1.29,5.5,11.0,1.5,2.63,,,,,
Newcastle Utd,1,0,Brentford,2023-09-16,1.53,4.2,6.0,1.67,2.2,,,,,
Bournemouth,0,0,Chelsea,2023-09-17,4.33,3.75,1.8,1.67,2.2,,,,,
Everton,0,1,Arsenal,2023-09-17,6.0,4.5,1.5,1.67,2.2,,,,,
Nott'ham Forest,1,1,Burnley,2023-09-18,2.2,3.5,3.25,1.92,1.98,,,,,
Manchester City,2,0,Nott'ham Forest,2023-09-23,1.14,8.5,15.0,1.4,3.0,,,,,
Luton Town,1,1,Wolves,2023-09-23,3.25,3.4,2.2,2.02,1.88,,,,,
Crystal Palace,0,0,Fulham,2023-09-23,1.91,3.4,4.2,2.0,1.8,,,,,
Brentford,1,3,Everton,2023-09-23,1.8,3.8,4.2,1.95,1.95,,,,,
Burnley,0,1,Manchester Utd,2023-09-23,4.2,4.2,1.73,1.62,2.3,,,,,
Arsenal,2,2,Tottenham,2023-09-24,1.67,4.33,4.33,1.5,2.63,,,,,
Brighton,3,1,Bournemouth,2023-09-24,1.36,5.25,7.5,1.36,3.2,,,,,
Chelsea,0,1,Aston Villa,2023-09-24,1.91,3.75,3.8,1.73,2.1,,,,,
Liverpool,3,1,West Ham,2023-09-24,1.4,5.0,7.0,1.4,3.0,,,,,
Sheffield Utd,0,8,Newcastle Utd,2023-09-24,7.0,4.75,1.44,1.67,2.2,,,,,
Aston Villa,6,1,Brighton,2023-09-30,2.55,3.75,2.55,1.44,2.75,,,,,
Wolves,2,1,Manchester City,2023-09-30,8.0,5.75,1.33,1.53,2.5,,,,,
Bournemouth,0,4,Arsenal,2023-09-30,5.5,4.5,1.53,1.53,2.5,,,,,
Everton,1,2,Luton Town,2023-09-30,1.57,3.8,6.5,2.05,1.85,,,,,
Newcastle Utd,2,0,Burnley,2023-09-30,1.3,5.75,9.0,1.53,2.5,,,,,
West Ham,2,0,Sheffield Utd,2023-09-30,1.45,4.5,7.0,1.67,2.2,,,,,
Manchester Utd,0,1,Crystal Palace,2023-09-30,1.55,4.2,5.75,1.8,2.0,,,,,
Tottenham,2,1,Liverpool,2023-09-30,2.9,4.0,2.15,1.36,3.2,,,,,
Nott'ham Forest,1,1,Brentford,2023-10-01,2.75,3.1,2.7,2.1,1.73,,,,,
Fulham,0,2,Chelsea,2023-10-02,3.6,3.5,2.05,1.98,1.92,,,,,
Luton Town,1,2,Burnley,2023-10-03,2.9,3.0,2.63,2.2,1.65,,,,,
Luton Town,0,1,Tottenham,2023-10-07,6.0,4.75,1.45,1.53,2.4,,,,,
Everton,3,0,Bournemouth,2023-10-07,1.91,3.6,3.8,1.85,2.05,,,,,
Manchester Utd,2,1,Brentford,2023-10-07,1.67,4.2,4.75,1.65,2.2,,,,,
Burnley,1,4,Chelsea,2023-10-07,4.5,3.8,1.73,1.85,2.05,,,,,
Fulham,3,1,Sheffield Utd,2023-10-07,1.62,3.8,6.0,1.96,1.94,,,,,
Crystal Palace,0,0,Nott'ham Forest,2023-10-07,2.2,3.1,3.6,2.25,1.62,,,,,
West Ham,2,2,Newcastle Utd,2023-10-08,3.2,3.75,2.1,1.7,2.1,,,,,
Wolves,1,1,Aston Villa,2023-10-08,3.5,3.4,2.1,1.75,2.05,,,,,
Brighton,2,2,Liverpool,2023-10-08,3.0,3.8,2.2,1.36,3.1,,,,,
Arsenal,1,0,Manchester City,2023-10-08,2.9,3.3,2.4,1.75,2.05,,,,,
Liverpool,2,0,Everton,2023-10-21,1.33,5.75,7.5,1.4,2.88,,,,,
Bournemouth,1,2,Wolves,2023-10-21,2.38,3.4,3.0,1.85,2.05,,,,,
Newcastle Utd,4,0,Crystal Palace,2023-10-21,1.45,4.5,7.0,1.85,2.05,,,,,
Brentford,3,0,Burnley,2023-10-21,1.83,3.75,4.2,1.95,1.95,,,,,
Manchester City,2,1,Brighton,2023-10-21,1.4,5.25,6.5,1.36,3.1,,,,,
Nott'ham Forest,2,2,Luton Town,2023-10-21,1.67,3.75,5.5,2.08,1.82,,,,,
Chelsea,2,2,Arsenal,2023-10-21,3.2,3.4,2.25,1.98,1.92,,,,,
Sheffield Utd,1,2,Manchester Utd,2023-10-21,6.5,5.25,1.4,1.53,2.4,,,,,
Aston Villa,4,1,West Ham,2023-10-22,1.85,3.6,4.0,1.57,2.35,,,,,
Tottenham,2,0,Fulham,2023-10-23,1.5,4.5,6.0,1.5,2.5,,,,,
Crystal Palace,1,2,Tottenham,2023-10-27,4.5,3.75,1.75,1.94,1.96,,,,,
Chelsea,0,2,Brentford,2023-10-28,1.65,4.0,5.25,1.8,2.0,,,,,
Bournemouth,2,1,Burnley,2023-10-28,2.15,3.5,3.3,1.75,2.05,,,,,
Arsenal,5,0,Sheffield Utd,2023-10-28,1.13,8.5,19.0,1.36,3.1,,,,,
Wolves,2,2,Newcastle Utd,2023-10-28,4.2,4.0,1.75,1.75,2.05,,,,,
West Ham,0,1,Everton,2023-10-29,2.15,3.5,3.3,1.73,2.08,,,,,
Liverpool,3,0,Nott'ham Forest,2023-10-29,1.29,5.75,11.0,1.4,2.88,,,,,
Brighton,1,1,Fulham,2023-10-29,1.55,4.2,5.5,1.5,2.5,,,,,
Aston Villa,3,1,Luton Town,2023-10-29,1.25,6.5,9.5,1.48,2.6,,,,,
Manchester Utd,0,3,Manchester City,2023-10-29,5.0,3.8,1.67,1.7,2.1,,,,,
Fulham,0,1,Manchester Utd,2023-11-04,3.2,3.6,2.2,1.75,2.05,,,,,
Brentford,3,2,West Ham,2023-11-04,2.05,3.6,3.5,1.73,2.08,,,,,
Everton,1,1,Brighton,2023-11-04,3.1,3.6,2.2,1.57,2.35,,,,,
Burnley,0,2,Crystal Palace,2023-11-04,2.75,3.25,2.6,2.2,1.65,,,,,
Manchester City,6,1,Bournemouth,2023-11-04,1.1,11.0,19.0,1.29,3.6,,,,,
Sheffield Utd,2,1,Wolves,2023-11-04,3.8,3.5,2.0,1.91,1.99,,,,,
Newcastle Utd,1,0,Arsenal,2023-11-04,2.8,3.2,2.6,1.95,1.95,,,,,
Nott'ham Forest,2,0,Aston Villa,2023-11-05,4.2,3.75,1.85,1.73,2.08,,,,,
Luton Town,1,1,Liverpool,2023-11-05,12.0,6.5,1.22,1.36,3.1,,,,,
Tottenham,1,4,Chelsea,2023-11-06,2.0,3.75,3.5,1.7,2.1,,,,,
Wolves,2,1,Tottenham,2023-11-11,3.1,3.75,2.2,1.62,2.25,,,,,
Arsenal,3,1,Burnley,2023-11-11,1.18,7.0,17.0,1.48,2.6,,,,,
Manchester Utd,1,0,Luton Town,2023-11-11,1.33,5.25,9.5,1.53,2.4,,,,,
Crystal Palace,2,3,Everton,2023-11-11,2.45,3.2,3.0,2.25,1.62,,,,,
Bournemouth,2,0,Newcastle Utd,2023-11-11,4.75,4.0,1.73,1.7,2.1,,,,,
West Ham,3,2,Nott'ham Forest,2023-11-12,1.85,3.6,4.0,1.75,2.05,,,,,
Liverpool,3,0,Brentford,2023-11-12,1.4,5.0,6.5,1.44,2.7,,,,,
Aston Villa,3,1,Fulham,2023-11-12,1.57,4.2,5.5,1.7,2.1,,,,,
Brighton,1,1,Sheffield Utd,2023-11-12,1.25,5.75,13.0,1.4,2.88,,,,,
Chelsea,4,4,Manchester City,2023-11-12,5.0,3.7,1.73,1.88,2.02,,,,,
Manchester City,1,1,Liverpool,2023-11-25,1.73,4.2,4.2,1.48,2.6,,,,,
Burnley,1,2,West Ham,2023-11-25,3.4,3.5,2.05,1.75,2.05,,,,,
Nott'ham Forest,2,3,Brighton,2023-11-25,3.2,3.6,2.15,1.73,2.08,,,,,
Sheffield Utd,1,3,Bournemouth,2023-11-25,3.2,3.5,2.2,1.85,2.05,,,,,
Newcastle Utd,4,1,Chelsea,2023-11-25,2.55,3.5,2.63,1.86,2.04,,,,,
Luton Town,2,1,Crystal Palace,2023-11-25,3.6,3.3,2.1,2.15,1.67,,,,,
Brentford,0,1,Arsenal,2023-11-25,4.5,3.75,1.75,1.9,2.0,,,,,
Tottenham,1,2,Aston Villa,2023-11-26,2.3,3.8,2.8,1.5,2.5,,,,,
Everton,0,3,Manchester Utd,2023-11-26,2.7,3.4,2.55,1.85,2.05,,,,,
Fulham,3,2,Wolves,2023-11-27,2.38,3.3,3.0,2.08,1.73,,,,,
Brentford,3,1,Luton Town,2023-12-02,1.45,4.5,6.5,1.7,2.1,,,,,
Arsenal,2,1,Wolves,2023-12-02,1.25,5.5,12.0,1.65,2.2,,,,,
Burnley,5,0,Sheffield Utd,2023-12-02,1.8,3.6,4.5,2.06,1.84,,,,,
Nott'ham Forest,0,1,Everton,2023-12-02,2.75,3.25,2.6,2.05,1.75,,,,,
Newcastle Utd,1,0,Manchester Utd,2023-12-02,1.91,3.75,3.8,1.67,2.15,,,,,
Bournemouth,2,2,Aston Villa,2023-12-03,3.4,4.0,1.95,1.53,2.4,,,,,
Liverpool,4,3,Fulham,2023-12-03,1.25,6.5,9.0,1.4,2.88,,,,,
Chelsea,3,2,Brighton,2023-12-03,1.73,4.2,4.2,1.53,2.4,,,,,
West Ham,1,1,Crystal Palace,2023-12-03,2.0,3.5,3.8,2.04,1.86,,,,,
Manchester City,3,3,Tottenham,2023-12-03,1.29,6.0,9.0,1.36,3.1,,,,,
Wolves,1,0,Burnley,2023-12-05,1.85,3.6,4.2,2.05,1.85,,,,,
Luton Town,3,4,Arsenal,2023-12-05,17.0,7.0,1.18,1.65,2.2,,,,,
Sheffield Utd,0,2,Liverpool,2023-12-06,12.0,7.5,1.2,1.33,3.4,,,,,
Crystal Palace,0,2,Bournemouth,2023-12-06,2.25,3.5,3.1,2.01,1.89,,,,,
Brighton,2,1,Brentford,2023-12-06,1.91,3.8,3.75,1.62,2.25,,,,,
Fulham,5,0,Nott'ham Forest,2023-12-06,2.0,3.4,3.75,2.06,1.84,,,,,
Aston Villa,1,0,Manchester City,2023-12-06,4.75,4.2,1.7,1.53,2.4,,,,,
Manchester Utd,2,1,Chelsea,2023-12-06,2.88,3.4,2.45,1.65,2.2,,,,,
Everton,3,0,Newcastle Utd,2023-12-07,3.25,3.25,2.25,1.96,1.94,,,,,
Tottenham,1,2,West Ham,2023-12-07,1.75,4.2,4.2,1.5,2.5,,,,,
Crystal Palace,1,2,Liverpool,2023-12-09,6.0,4.5,1.5,1.65,2.2,,,,,
Manchester Utd,0,3,Bournemouth,2023-12-09,1.55,4.33,5.75,1.5,2.5,,,,,
Wolves,1,1,Nott'ham Forest,2023-12-09,1.85,3.6,4.33,2.06,1.84,,,,,
Brighton,1,1,Burnley,2023-12-09,1.5,4.75,6.0,1.57,2.35,,,,,
Sheffield Utd,1,0,Brentford,2023-12-09,4.2,3.8,1.75,1.95,1.95,,,,,
Aston Villa,1,0,Arsenal,2023-12-09,3.3,3.6,2.1,1.7,2.1,,,,,
Everton,2,0,Chelsea,2023-12-10,3.1,3.5,2.25,1.75,2.05,,,,,
Fulham,5,0,West Ham,2023-12-10,2.38,3.5,2.9,1.9,2.0,,,,,
Luton Town,1,2,Manchester City,2023-12-10,17.0,8.0,1.14,1.36,3.1,,,,,
Tottenham,4,1,Newcastle Utd,2023-12-10,2.15,3.8,3.1,1.53,2.4,,,,,
Nott'ham Forest,0,2,Tottenham,2023-12-15,4.2,4.2,1.73,1.62,2.25,,,,,
Manchester City,2,2,Crystal Palace,2023-12-16,1.18,8.0,13.0,1.44,2.7,,,,,
Chelsea,2,0,Sheffield Utd,2023-12-16,1.22,6.5,13.0,1.5,2.5,,,,,
Newcastle Utd,3,0,Fulham,2023-12-16,1.8,3.8,4.0,1.7,2.1,,,,,
Burnley,0,2,Everton,2023-12-16,3.6,3.4,2.1,2.05,1.75,,,,,
Brentford,1,2,Aston Villa,2023-12-17,3.2,3.75,2.1,1.7,2.1,,,,,
West Ham,3,0,Wolves,2023-12-17,2.15,3.5,3.3,1.95,1.95,,,,,
Arsenal,2,0,Brighton,2023-12-17,1.44,5.0,6.0,1.53,2.4,,,,,
Liverpool,0,0,Manchester Utd,2023-12-17,1.3,6.0,8.0,1.33,3.4,,,,,
Crystal Palace,1,1,Brighton,2023-12-21,3.3,3.3,2.15,1.99,1.91,,,,,
Aston Villa,1,1,Sheffield Utd,2023-12-22,1.22,6.5,12.0,1.44,2.7,,,,,
West Ham,2,0,Manchester Utd,2023-12-23,2.6,3.6,2.6,1.7,2.1,,,,,
Luton Town,1,0,Newcastle Utd,2023-12-23,4.75,4.2,1.65,1.75,2.05,,,,,
Fulham,0,2,Burnley,2023-12-23,1.67,3.75,5.25,1.92,1.98,,,,,
Tottenham,2,1,Everton,2023-12-23,1.75,4.2,4.0,1.53,2.4,,,,,
Nott'ham Forest,2,3,Bournemouth,2023-12-23,2.75,3.4,2.55,1.95,1.95,,,,,
Liverpool,1,1,Arsenal,2023-12-23,2.38,3.6,2.8,1.7,2.1,,,,,
Wolves,2,1,Chelsea,2023-12-24,3.75,3.75,1.91,1.86,2.04,,,,,
Newcastle Utd,1,3,Nott'ham Forest,2023-12-26,1.5,4.33,5.75,1.8,2.0,,,,,
Bournemouth,3,0,Fulham,2023-12-26,2.15,3.6,3.2,1.73,2.08,,,,,
Sheffield Utd,2,3,Luton Town,2023-12-26,2.3,3.3,3.1,2.1,1.7,,,,,
Burnley,0,2,Liverpool,2023-12-26,6.5,5.25,1.4,1.44,2.7,,,,,
Manchester Utd,3,2,Aston Villa,2023-12-26,2.6,3.5,2.6,1.62,2.25,,,,,
Chelsea,2,1,Crystal Palace,2023-12-27,1.67,4.0,5.0,1.91,1.99,,,,,
Brentford,1,4,Wolves,2023-12-27,1.95,3.5,4.2,2.03,1.87,,,,,
Everton,1,3,Manchester City,2023-12-27,5.75,4.0,1.57,1.73,2.08,,,,,
Brighton,4,2,Tottenham,2023-12-28,2.5,3.6,2.6,1.44,2.7,,,,,
Arsenal,0,2,West Ham,2023-12-28,1.33,5.5,7.5,1.57,2.35,,,,,
Luton Town,2,3,Chelsea,2023-12-30,6.5,4.2,1.5,1.65,2.2,,,,,
Aston Villa,3,2,Burnley,2023-12-30,1.36,5.25,7.5,1.57,2.35,,,,,
Wolves,3,0,Everton,2023-12-30,2.63,3.3,2.7,2.05,1.75,,,,,
Manchester City,2,0,Sheffield Utd,2023-12-30,1.08,11.0,29.0,1.3,3.5,,,,,
Crystal Palace,3,1,Brentford,2023-12-30,2.2,3.3,3.4,2.15,1.67,,,,,
Nott'ham Forest,2,1,Manchester Utd,2023-12-30,3.2,3.6,2.15,1.73,2.08,,,,,
Tottenham,3,1,Bournemouth,2023-12-31,1.75,4.2,4.0,1.4,2.88,,,,,
Fulham,2,1,Arsenal,2023-12-31,5.25,4.5,1.55,1.73,2.08,,,,,
Liverpool,4,2,Newcastle Utd,2024-01-01,1.45,4.5,7.0,1.44,2.7,0.5971501043757846,0.20640469813833542,0.1964404218840802,0.536980139740354,0.46301968446731945
West Ham,0,0,Brighton,2024-01-02,2.45,3.75,2.75,1.6,2.3,0.48203313728615,0.1935131004727619,0.3244412644815923,0.7382276636822657,0.26176707072256333
Burnley,1,1,Luton Town,2024-01-12,2.0,3.6,3.6,1.99,1.91,0.43227405764351495,0.2233651232600089,0.3443592452468959,0.5990317365501119,0.4009676625789615
Chelsea,1,0,Fulham,2024-01-13,1.6,4.2,5.25,1.62,2.25,0.5155838686732076,0.2070360873061521,0.27737327827148944,0.652647510266763,0.3473509741627073
Newcastle Utd,2,3,Manchester City,2024-01-13,5.5,4.33,1.55,1.6,2.3,0.33315726356765346,0.20824120789231587,0.458596158448344,0.6804289967577878,0.3195685680618552
Everton,0,0,Aston Villa,2024-01-14,2.8,3.5,2.45,1.73,2.08,0.304860331128074,0.2390980934767357,0.456040968668084,0.5012391397666869,0.49876075062995906
Manchester Utd,2,2,Tottenham,2024-01-14,2.2,3.75,3.0,1.48,2.6,0.3813567805396411,0.23495050016831517,0.3836921205301158,0.5413178712270272,0.4586819069204485
Arsenal,5,0,Crystal Palace,2024-01-20,1.3,5.75,9.0,1.73,2.08,0.6800996525947414,0.19357808663242024,0.1263133876535828,0.510165710959389,0.4898341379043226
Brentford,3,2,Nott'ham Forest,2024-01-20,1.91,3.6,4.0,1.86,2.04,0.5217065898702284,0.22389878006141498,0.25439179718940136,0.5654192729600804,0.43458032940603303
Sheffield Utd,2,2,West Ham,2024-01-21,3.4,3.3,2.2,2.05,1.75,0.1614676796964027,0.20605360365291114,0.6324724287810941,0.5253754573280471,0.4746243452651471
Bournemouth,0,4,Liverpool,2024-01-21,4.2,4.5,1.7,1.44,2.7,0.21595339108742564,0.20660559232546458,0.577432550086378,0.6093804354808356,0.39061870161645873
Brighton,0,0,Wolves,2024-01-22,1.65,4.33,5.0,1.62,2.25,0.5391518083045518,0.20680342325046025,0.2540367791576666,0.6429489129860421,0.3570496772983546
Nott'ham Forest,1,2,Arsenal,2024-01-30,7.5,5.0,1.4,1.62,2.25,0.17788862693666802,0.19538839554872597,0.6267087977521881,0.609527741371845,0.3904713723878306
Fulham,0,0,Everton,2024-01-30,2.45,3.2,3.0,2.05,1.75,0.45427805155033907,0.26050618738458653,0.2852155200831032,0.42505154231767045,0.5749484275202783
Luton Town,4,0,Brighton,2024-01-30,4.2,4.2,1.75,1.65,2.2,0.32612012592575157,0.219226139922503,0.45465032239453423,0.6409343117252861,0.3590641787223324
Crystal Palace,3,2,Sheffield Utd,2024-01-30,1.62,3.6,6.5,2.08,1.73,0.612584141736687,0.21937418234423733,0.16803854717788408,0.47959471662556663,0.5204051970190019
Aston Villa,1,3,Newcastle Utd,2024-01-30,1.85,4.0,3.8,1.5,2.5,0.5514732755817763,0.20416635061480382,0.24434916638611934,0.6593006084546558,0.3406972957612949
Tottenham,3,2,Brentford,2024-01-31,1.67,4.2,4.75,1.5,2.5,0.6425669941372375,0.17110636596098794,0.18624606099304106,0.754936229116504,0.2450518853939068
Manchester City,3,1,Burnley,2024-01-31,1.08,12.0,21.0,1.33,3.4,0.8442086917707423,0.10072108588480842,0.05458889159058779,0.7516692080793037,0.24831872451727474
Liverpool,4,1,Chelsea,2024-01-31,1.57,4.33,5.25,1.44,2.7,0.7358070395426647,0.15805670710480876,0.10608394157474006,0.6326779486055333,0.36732068898267867
West Ham,1,1,Bournemouth,2024-02-01,2.4,3.75,2.75,1.62,2.25,0.5824751890237706,0.19636120298880344,0.22114580031573683,0.6724351816683463,0.32756216879836636
Wolves,3,4,Manchester Utd,2024-02-01,2.63,3.6,2.55,1.75,2.05,0.4600677109658819,0.26605215182767594,0.2738799524812484,0.3979639485500269,0.6020360339473115
Everton,2,2,Tottenham,2024-02-03,3.0,3.6,2.25,1.62,2.25,0.3602650960931705,0.23675684427095675,0.4029772357825443,0.5582837647956868,0.44171588043930954
Newcastle Utd,4,4,Luton Town,2024-02-03,1.44,4.75,6.5,1.57,2.35,0.699272690352687,0.15593232315008865,0.1446637926043819,0.7530400439528733,0.2469483383361231
Brighton,4,1,Crystal Palace,2024-02-03,1.7,4.0,4.75,1.73,2.08,0.6274141073490718,0.20294423444506512,0.16963338863008487,0.5569413388963409,0.44305830939651486
Burnley,2,2,Fulham,2024-02-03,2.9,3.4,2.38,1.99,1.91,0.33744017492928974,0.24745100117371183,0.4151084068534636,0.5012601253158462,0.4987397471153094
Sheffield Utd,0,5,Aston Villa,2024-02-03,5.25,4.2,1.62,1.62,2.25,0.11959413523622936,0.17287343022191778,0.7075051669670116,0.5946461237658277,0.4053531818873785
Bournemouth,1,1,Nott'ham Forest,2024-02-04,1.7,4.2,4.5,1.65,2.2,0.5307642952551234,0.20651902100172745,0.262706954349337,0.6656427284317521,0.3343549334716451
Manchester Utd,3,0,West Ham,2024-02-04,1.62,4.2,5.0,1.6,2.3,0.42577091113298066,0.25577932402720105,0.3184495026024096,0.45820643414979073,0.5417935085870074
Chelsea,2,4,Wolves,2024-02-04,1.62,4.0,5.5,1.7,2.1,0.4699748026053549,0.23713484400401375,0.29288928363786054,0.5321545779541008,0.46784519876197406
Arsenal,3,1,Liverpool,2024-02-04,2.2,3.6,3.1,1.67,2.15,0.3972902241961399,0.25145717777517457,0.3512522996019371,0.4852026530711512,0.514797251986602
Brentford,1,3,Manchester City,2024-02-05,7.0,4.75,1.4,1.57,2.35,0.2066118431372248,0.1966547528169843,0.5967141142514367,0.6645019598066543,0.33549539500959163
Manchester City,2,0,Everton,2024-02-10,1.18,8.0,13.0,1.44,2.7,0.6902152838309454,0.18915377461397812,0.12061884047867448,0.5312534377309396,0.4687463138658572
Luton Town,1,3,Sheffield Utd,2024-02-10,1.75,3.75,4.75,1.85,2.05,0.7988815399100203,0.11967796407124215,0.08106052485234135,0.7680578096245018,0.2319239452872443
Liverpool,3,1,Burnley,2024-02-10,1.17,8.0,17.0,1.33,3.4,0.8314050941395427,0.11211874773406069,0.05623830327314918,0.6939535710133575,0.30604174637213455
Wolves,0,2,Brentford,2024-02-10,2.1,3.6,3.4,1.75,2.05,0.5492469715626584,0.20871212381644377,0.2420309096678698,0.6484409706575192,0.3515570466699241
Fulham,3,1,Bournemouth,2024-02-10,2.38,3.5,2.8,1.73,2.08,0.4997184345817877,0.23267636491529528,0.2676031987936879,0.554385283223249,0.4456143442492344
Tottenham,2,1,Brighton,2024-02-10,1.8,4.2,3.8,1.4,2.88,0.5649055184901388,0.1880141708051365,0.24703543404965275,0.761822050837619,0.23816231876016525
Nott'ham Forest,2,3,Newcastle Utd,2024-02-10,3.3,3.75,2.05,1.7,2.1,0.27840828494444114,0.20782437727827444,0.5137561924533343,0.6880934702635131,0.3119025199487958
West Ham,0,6,Arsenal,2024-02-11,6.0,4.33,1.53,1.67,2.15,0.21878706198461412,0.22429434802171375,0.5569151548354027,0.5451085840258267,0.45489110001611793
Aston Villa,1,2,Manchester Utd,2024-02-11,2.15,3.75,3.1,1.53,2.4,0.5567802464270909,0.22514482500958474,0.21807167383854825,0.5403462538600694,0.45965345623499543
Crystal Palace,1,3,Chelsea,2024-02-12,4.2,3.8,1.85,1.86,2.04,0.3491391747403942,0.22752924375122424,0.42333018839402153,0.5918386851614867,0.40816072806962017
Brentford,1,4,Liverpool,2024-02-17,5.5,4.33,1.57,1.48,2.6,0.19364917757347433,0.1980099375237021,0.6083288382623638,0.6128929692798171,0.38710617064720665
Newcastle Utd,2,2,Bournemouth,2024-02-17,1.83,4.2,3.75,1.48,2.6,0.6824129793379534,0.1565505357266411,0.16088562859825284,0.7795701840558118,0.22041254746295186
Tottenham,1,2,Wolves,2024-02-17,1.53,4.75,5.25,1.44,2.7,0.5708678611233978,0.1860135547089999,0.24308201017058775,0.7467271691483913,0.25326376161733455
Burnley,0,5,Arsenal,2024-02-17,10.0,5.75,1.29,1.57,2.35,0.11118830617843772,0.1594619377817792,0.7292999668077829,0.6341070985591032,0.36589161604476766
Fulham,1,2,Aston Villa,2024-02-17,2.9,3.75,2.2,1.6,2.3,0.30950905905530846,0.2302462777651808,0.46024331132745044,0.5627086432686987,0.43729100274034355
Nott'ham Forest,2,0,West Ham,2024-02-17,2.38,3.5,2.9,1.89,2.01,0.4384735203422743,0.22711600120370765,0.33440895714854846,0.5896827215789746,0.41031671291846494
